Aleutians East Borough	3418
Aleutians West Census Area	5206
Anchorage Municipality	290637
Bethel Census Area	18648
Bristol Bay Borough	831
Chugach Census Area	7073
Copper River Census Area	2616
Denali Borough	1611
Dillingham Census Area	4839
Fairbanks North Star Borough	95286
Haines Borough	2085
Hoonah-Angoon Census Area	2361
Juneau City and Borough	32195
Kenai Peninsula Borough	58893
Ketchikan Gateway Borough	13902
Kodiak Island Borough	13023
Kusilvak Census Area	8357
Lake and Peninsula Borough	1454
Matanuska-Susitna Borough	107460
Nome Census Area	10032
North Slope Borough	10993
Northwest Arctic Borough	7784
Petersburg Borough	3401
Prince of Wales-Hyder Census Area	5725
Sitka City and Borough	8428
Skagway Municipality	1239
Southeast Fairbanks Census Area	6831
Wrangell City and Borough	2130
Yakutat City and Borough	683
Yukon-Koyukuk Census Area	5300
