Autauga County	59095
Baldwin County	239294
Barbour County	24964
Bibb County	22477
Blount County	59041
Bullock County	10320
Butler County	18884
Calhoun County	115972
Chambers County	34541
Cherokee County	24996
Chilton County	45274
Choctaw County	12533
Clarke County	22760
Clay County	14190
Cleburne County	15103
Coffee County	54174
Colbert County	57474
Conecuh County	11328
Coosa County	10450
Covington County	37524
Crenshaw County	13083
Cullman County	89496
Dale County	49342
Dallas County	37619
DeKalb County	71813
Elmore County	89304
Escambia County	36699
Etowah County	103162
Fayette County	16148
Franklin County	32013
Geneva County	26701
Greene County	7629
Hale County	14754
Henry County	17459
Houston County	107458
Jackson County	52773
Jefferson County	667820
Lamar County	13689
Lauderdale County	94043
Lawrence County	33090
Lee County	177218
Limestone County	107517
Lowndes County	9965
Macon County	18895
Madison County	395211
Marengo County	18996
Marion County	29246
Marshall County	98228
Mobile County	413073
Monroe County	19648
Montgomery County	227434
Morgan County	123668
Perry County	8355
Pickens County	18801
Pike County	32991
Randolph County	21989
Russell County	58722
St. Clair County	92748
Shelby County	226902
Sumter County	12164
Talladega County	81524
Tallapoosa County	41023
Tuscaloosa County	227007
Walker County	64818
Washington County	15147
Wilcox County	10446
Winston County	23652
