Beaver County	7076
Box Elder County	57908
Cache County	133527
Carbon County	20465
Daggett County	952
Davis County	363492
Duchesne County	19581
Emery County	9837
Garfield County	5090
Grand County	9681
Iron County	57640
Juab County	11824
Kane County	7673
Millard County	13015
Morgan County	12392
Piute County	1437
Rich County	2504
Salt Lake County	1186236
San Juan County	14525
Sanpete County	28508
Sevier County	21546
Summit County	42452
Tooele County	73281
Uintah County	35618
Utah County	663143
Wasatch County	35032
Washington County	181924
Wayne County	2497
Weber County	262828
