Bernalillo County	674393
Catron County	3731
Chaves County	64629
Cibola County	27184
Colfax County	12369
Curry County	47999
De Baca County	1680
Doña Ana County	221508
Eddy County	60911
Grant County	27889
Guadalupe County	4449
Harding County	639
Hidalgo County	4074
Lea County	73004
Lincoln County	20436
Los Alamos County	19330
Luna County	25532
McKinley County	71780
Mora County	4196
Otero County	68537
Quay County	8656
Rio Arriba County	40179
Roosevelt County	19019
Sandoval County	151369
San Juan County	120993
San Miguel County	27150
Santa Fe County	155201
Sierra County	11502
Socorro County	16311
Taos County	34623
Torrance County	15307
Union County	4107
Valencia County	77190
